convert_TF,touch1,touch2,touch3,touch4,touch5,tier
True,referral,referral,referral,social,,1
True,social,referral,referral,,,1
True,social,,,,,1
True,referral,referral,social,,,1
True,referral,social,referral,referral,social,1
True,referral,referral,social,,,1
True,social,social,,,,1
True,social,referral,social,,,1
True,social,social,,,,1
True,referral,social,,,,1
True,social,referral,referral,paid_search,,1
True,referral,referral,social,,,1
True,referral,email,social,,,1
True,social,referral,referral,referral,,1
True,display,referral,social,,,1
True,social,social,,,,1
True,social,,,,,1
True,social,referral,referral,,,1
True,referral,referral,referral,referral,social,1
True,social,,,,,1
True,display,referral,referral,social,,1
True,social,,,,,1
True,social,referral,referral,,,1
True,email,referral,referral,,,1
True,referral,social,,,,1
True,display,social,,,,1
True,paid_search,referral,social,,,1
True,social,referral,email,,,1
True,social,referral,paid_search,,,1
True,referral,referral,referral,social,,1
True,referral,referral,,,,1
True,referral,referral,referral,social,,1
True,referral,referral,social,,,1
True,referral,referral,display,social,,1
True,referral,referral,social,,,1
True,social,,,,,1
True,social,referral,email,,,1
True,referral,referral,,,,1
True,referral,email,social,,,1
True,display,referral,social,,,1
True,social,referral,referral,,,1
True,social,,,,,1
True,referral,social,referral,referral,social,1
True,referral,referral,display,social,,1
True,referral,referral,referral,email,,1
True,referral,social,,,,1
True,social,,,,,1
True,referral,referral,paid_search,referral,,1
True,social,display,,,,1
True,display,social,referral,social,,1
True,referral,referral,display,social,,1
True,referral,social,,,,1
True,referral,paid_search,social,,,1
True,referral,referral,referral,referral,social,1
True,social,,,,,1
True,referral,referral,social,,,1
True,social,referral,referral,,,1
True,referral,social,referral,display,social,1
True,referral,referral,social,social,social,1
True,social,referral,referral,referral,referral,1
True,referral,referral,social,,,1
True,display,social,,,,1
True,social,display,,,,1
True,social,,,,,1
True,social,referral,display,,,1
True,social,display,referral,paid_search,referral,1
True,paid_search,social,,,,1
True,social,referral,referral,referral,,1
True,referral,paid_search,social,,,1
True,social,referral,referral,,,1
True,referral,referral,social,,,1
True,social,referral,social,,,1
True,referral,social,,,,1
True,display,referral,social,,,1
True,referral,referral,referral,social,,1
True,referral,social,,,,1
True,social,referral,,,,1
True,social,referral,referral,,,1
True,referral,referral,,,,1
True,referral,referral,social,,,1
True,referral,referral,social,,,1
True,referral,social,,,,1
True,social,referral,social,,,1
True,referral,email,social,,,1
True,social,referral,referral,referral,referral,1
True,referral,referral,display,,,1
True,social,social,referral,,,1
True,social,paid_search,social,,,1
True,referral,referral,social,,,1
True,paid_search,referral,social,,,1
True,social,social,referral,,,1
True,referral,referral,referral,referral,social,1
True,referral,referral,social,,,1
True,social,referral,referral,referral,,1
True,social,referral,referral,,,1
True,social,display,referral,,,1
True,social,social,referral,,,1
True,social,email,referral,social,,1
True,social,referral,referral,referral,,1
True,referral,referral,social,,,1
True,referral,social,,,,1
True,referral,referral,social,,,1
True,social,paid_search,referral,referral,referral,1
True,display,social,,,,1
True,referral,referral,social,referral,social,1
True,social,referral,referral,social,,1
True,referral,referral,,,,1
True,email,social,,,,1
True,social,referral,referral,,,1
True,referral,email,,,,1
True,social,referral,referral,referral,,1
True,referral,referral,social,,,1
True,display,social,,,,1
True,display,referral,,,,1
True,email,referral,social,social,,1
True,referral,referral,social,,,1
True,social,,,,,1
True,display,referral,referral,,,1
True,social,,,,,1
True,social,referral,social,social,,1
True,referral,referral,referral,paid_search,,1
True,referral,display,social,,,1
True,referral,display,social,,,1
True,email,referral,social,,,1
True,referral,referral,social,,,1
True,referral,,,,,1
True,paid_search,social,social,,,1
True,referral,referral,,,,1
True,referral,referral,,,,1
True,social,social,social,,,1
True,display,display,,,,1
True,display,referral,referral,social,,1
True,referral,referral,social,,,1
True,referral,referral,social,,,1
True,social,referral,referral,,,1
True,referral,referral,social,,,1
True,display,social,social,,,1
True,email,social,referral,referral,social,1
True,email,social,,,,1
True,social,display,referral,,,1
True,referral,referral,social,,,1
True,display,referral,social,,,1
True,social,referral,referral,referral,,1
True,display,referral,social,,,1
True,referral,referral,referral,referral,social,1
True,referral,referral,display,social,,1
True,referral,paid_search,social,,,1
True,referral,social,social,,,1
True,display,referral,referral,social,,1
True,referral,referral,referral,,,1
True,referral,social,referral,social,,1
True,referral,social,,,,1
True,social,referral,referral,referral,paid_search,1
True,social,display,referral,,,1
True,referral,referral,,,,1
True,referral,social,,,,1
True,referral,referral,social,,,1
True,referral,email,social,,,1
True,social,,,,,1
True,social,referral,referral,,,1
True,social,referral,,,,1
True,referral,social,referral,social,,1
True,social,referral,referral,referral,,1
True,referral,display,email,social,,1
True,referral,referral,social,,,1
True,referral,referral,referral,referral,social,1
True,social,,,,,1
True,social,,,,,1
True,social,referral,,,,1
True,social,referral,referral,,,1
True,referral,social,,,,1
True,social,referral,referral,,,1
True,social,social,,,,1
True,social,,,,,1
True,referral,referral,referral,social,,1
True,social,,,,,1
True,social,social,referral,,,1
True,referral,email,social,,,1
True,social,referral,referral,,,1
True,social,referral,referral,,,1
True,social,referral,email,,,1
True,email,referral,referral,social,,1
True,social,referral,referral,referral,display,1
True,referral,referral,,,,1
True,referral,referral,referral,referral,,1
True,referral,referral,social,,,1
True,referral,social,social,,,1
True,display,social,social,,,1
True,referral,referral,referral,social,,1
True,social,referral,referral,,,1
True,referral,referral,social,,,1
True,referral,paid_search,referral,social,social,1
True,social,referral,,,,1
True,social,display,referral,,,1
True,referral,referral,social,,,1
True,email,referral,referral,social,,1
True,referral,referral,referral,referral,social,1
True,social,referral,email,,,1
True,referral,social,referral,social,,1
True,social,,,,,1
True,referral,referral,,,,1
True,social,display,display,referral,,1
True,email,referral,referral,social,,1
True,social,referral,referral,,,1
True,social,referral,referral,,,1
True,social,,,,,1
True,referral,referral,referral,referral,social,1
True,social,referral,referral,,,1
True,social,referral,referral,,,1
True,social,social,,,,1
True,social,,,,,1
True,display,referral,email,social,,1
True,referral,referral,social,,,1
True,social,social,social,,,1
True,social,,,,,1
True,social,referral,,,,1
True,social,email,paid_search,referral,display,1
True,referral,referral,social,,,1
True,referral,display,social,,,1
True,display,referral,display,referral,social,1
True,referral,referral,referral,referral,social,1
True,social,referral,,,,1
True,referral,social,,,,1
True,social,referral,referral,,,1
True,social,display,,,,1
True,referral,referral,social,,,1
True,referral,social,referral,social,,1
True,social,referral,referral,referral,referral,1
True,referral,referral,social,,,1
True,referral,referral,social,,,1
True,social,referral,social,,,1
True,social,referral,referral,social,,1
True,social,social,,,,1
True,social,email,display,,,1
True,referral,referral,social,,,1
True,display,email,referral,social,,1
True,social,referral,,,,1
True,social,referral,,,,1
True,social,referral,referral,,,1
True,referral,referral,display,social,,1
True,referral,referral,social,,,1
True,referral,display,referral,social,,1
True,social,,,,,1
True,paid_search,referral,social,,,1
True,referral,referral,,,,1
True,referral,referral,referral,social,,1
True,referral,referral,social,,,1
True,social,,,,,1
True,referral,referral,social,,,1
True,paid_search,referral,social,,,1
True,referral,referral,display,referral,social,1
True,social,referral,paid_search,,,1
True,social,display,referral,,,1
True,social,referral,,,,1
True,referral,referral,social,,,1
True,display,social,,,,1
True,referral,social,,,,1
True,social,,,,,1
True,social,,,,,1
True,referral,email,social,,,1
True,referral,referral,social,,,1
True,referral,referral,social,,,1
True,social,referral,,,,1
True,social,,,,,1
True,referral,social,,,,1
True,referral,,,,,1
True,social,,,,,1
True,referral,display,,,,1
True,referral,referral,social,,,1
True,social,referral,referral,referral,referral,1
True,referral,social,referral,referral,social,1
True,referral,referral,,,,1
True,social,,,,,1
True,referral,social,,,,1
True,referral,social,social,,,1
True,social,email,,,,1
True,social,,,,,1
True,referral,referral,social,,,1
True,referral,social,social,,,1
True,referral,display,referral,social,,1
True,social,,,,,1
True,referral,referral,,,,1
True,social,email,social,referral,,1
True,display,paid_search,social,,,1
True,social,referral,,,,1
True,referral,referral,referral,social,,1
True,social,,,,,1
True,social,referral,referral,social,,1
True,referral,referral,social,,,1
True,social,referral,,,,1
True,social,email,social,,,1
True,referral,referral,social,,,1
True,referral,referral,social,,,1
True,referral,social,social,,,1
True,social,referral,social,,,1
True,referral,email,referral,display,social,1
True,referral,referral,social,,,1
True,referral,email,social,,,1
True,referral,social,,,,1
True,social,social,display,referral,,1
True,referral,email,referral,email,social,1
True,referral,referral,social,,,1
True,social,display,referral,,,1
True,social,,,,,1
True,display,referral,display,social,,1
True,referral,referral,social,,,1
True,referral,social,,,,1
True,social,email,social,paid_search,,1
True,social,referral,referral,display,referral,1
True,social,,,,,1
True,referral,social,social,,,1
True,referral,referral,,,,1
True,display,referral,,,,1
True,referral,social,,,,1
True,social,,,,,1
True,social,,,,,1
True,referral,social,,,,1
True,social,,,,,1
True,social,social,social,,,1
True,referral,display,referral,,,1
True,referral,referral,referral,social,,1
True,referral,display,social,,,1
True,referral,referral,social,,,1
True,display,social,,,,1
True,referral,referral,display,social,,1
True,social,referral,referral,,,1
True,referral,referral,display,social,,1
True,referral,referral,social,,,1
True,social,referral,referral,,,1
True,display,referral,social,social,,1
True,referral,social,,,,1
True,referral,referral,social,,,1
True,social,,,,,1
True,email,display,,,,1
True,referral,social,,,,1
True,social,referral,display,,,1
True,referral,display,social,social,,1
True,social,,,,,1
True,referral,referral,social,,,1
True,referral,social,,,,1
True,social,,,,,1
True,referral,social,,,,1
True,email,social,referral,,,1
True,social,referral,email,display,referral,1
True,referral,,,,,1
True,referral,referral,social,,,1
True,referral,referral,social,,,1
